Longitude,Latitude
80.80000000000001,12.400000000000006
80.375,11.750000000000004
80.32000000000001,11.480000000000004
80.28333333333335,11.266666666666671
80.32857142857144,11.042857142857146
80.31428571428572,10.65714285714286
80.35714285714286,10.228571428571431
80.5,9.885714285714288
80.7,9.65714285714286
80.88571428571427,9.41428571428572
81.14285714285714,9.128571428571432
81.32857142857142,8.85714285714286
81.51428571428572,8.571428571428573
81.65714285714286,8.271428571428572
82.0,7.785714285714287
82.28571428571429,7.114285714285716
82.6857142857143,6.357142857142859
84.05714285714286,5.6714285714285735
85.71428571428571,4.757142857142861
87.37142857142858,3.857142857142861
89.10000000000001,2.942857142857148
90.65714285714286,2.228571428571434
92.27142857142857,1.7000000000000048
93.61666666666667,1.4166666666666714
94.03999999999999,1.0200000000000045
94.175,0.9250000000000043
94.7,0.5
